"Referencia";"Fecha Alta";"Tipo";"Operación";"Provincia";"Superficie";"Precio Venta";"Fecha Venta";"Vendedor"
2336;04/14/2006;"Industrial";"Alquiler";"Barcelona";189;1192401;03/20/2007;"Carmen"
2337;04/14/2006;"Local";"Venta";"Barcelona";193;1826938;09/12/2006;"Pedro"
2338;04/15/2006;"Industrial";"Alquiler";"Girona";154;960960;03/23/2007;"Jesús"
2339;04/16/2006;"Local";"Venta";"Lleida";211;958151;02/01/2007;"Carmen"
2340;04/16/2006;"Casa";"Venta";"Tarragona";196;1670116;09/19/2006;"Pedro"
2341;04/17/2006;"Piso";"Venta";"Girona";220;1282820;11/25/2006;"Carmen"
2342;04/17/2006;"Suelo";"Venta";"Lleida";244;1386164;03/27/2007;"María"
2343;04/18/2006;"Piso";"Alquiler";"Lleida";166;971100;03/02/2007;"Luisa"
2344;04/20/2006;"Oficina";"Alquiler";"Girona";120;1085160;08/14/2006;"Luisa"
2345;04/20/2006;"Oficina";"Alquiler";"Barcelona";89;673552;01/21/2007;"Luisa"
2346;04/21/2006;"Industrial";"Venta";"Lleida";143;1258972;12/03/2006;"Luisa"
2347;04/21/2006;"Oficina";"Venta";"Girona";205;886215;12/05/2006;"Carmen"
2348;04/21/2006;"Suelo";"Alquiler";"Lleida";121;652190;12/09/2006;"Luisa"
2349;04/22/2006;"Casa";"Venta";"Girona";107;668322;04/13/2007;"María"
2350;04/22/2006;"Oficina";"Venta";"Lleida";62;433008;10/20/2006;"Carmen"
2351;04/22/2006;"Parking";"Alquiler";"Lleida";94;559206;09/23/2006;"Joaquín"
2352;04/22/2006;"Local";"Venta";"Tarragona";252;1690164;11/16/2006;"María"
2353;04/22/2006;"Oficina";"Venta";"Barcelona";160;745600;01/06/2007;"Joaquín"
2354;04/22/2006;"Suelo";"Alquiler";"Lleida";48;224304;02/11/2007;"Luisa"
2355;04/22/2006;"Casa";"Venta";"Barcelona";289;1504823;10/31/2006;"Luisa"
2356;04/23/2006;"Parking";"Venta";"Girona";199;1777866;12/23/2006;"Jesús"
2357;04/23/2006;"Industrial";"Alquiler";"Girona";75;622200;11/26/2006;"María"
2358;04/23/2006;"Suelo";"Venta";"Girona";287;1567020;08/17/2006;"Carmen"
2359;04/25/2006;"Suelo";"Alquiler";"Girona";193;1363352;04/02/2007;"Carmen"
2360;04/25/2006;"Piso";"Alquiler";"Tarragona";212;1203524;04/14/2007;"Luisa"
2361;04/26/2006;"Local";"Venta";"Barcelona";218;2136182;01/14/2007;"Luisa"
2362;04/26/2006;"Industrial";"Alquiler";"Tarragona";187;1359677;02/12/2007;"Pedro"
2363;04/27/2006;"Parking";"Alquiler";"Tarragona";286;2398682;08/06/2006;"Joaquín"
2364;04/28/2006;"Parking";"Alquiler";"Girona";70;533680;01/09/2007;"María"
2365;04/28/2006;"Local";"Alquiler";"Tarragona";279;1794807;11/18/2006;"Luisa"
2366;04/28/2006;"Parking";"Alquiler";"Tarragona";270;1716390;11/22/2006;"Jesús"
2367;04/29/2006;"Local";"Venta";"Tarragona";243;2047761;10/12/2006;"María"
2368;04/29/2006;"Casa";"Venta";"Lleida";134;1024698;11/09/2006;"Jesús"
2369;04/29/2006;"Piso";"Alquiler";"Lleida";69;464577;09/20/2006;"Joaquín"
2370;04/29/2006;"Piso";"Alquiler";"Lleida";132;580800;03/13/2007;"Joaquín"
2371;04/29/2006;"Suelo";"Venta";"Lleida";270;2364390;04/02/2007;"Luisa"
2372;04/30/2006;"Local";"Alquiler";"Girona";220;1548800;10/04/2006;"María"
2373;04/30/2006;"Piso";"Venta";"Barcelona";200;1996000;08/05/2006;"Joaquín"
2374;05/01/2006;"Piso";"Venta";"Lleida";239;1264310;02/15/2007;"Carmen"
2375;05/01/2006;"Local";"Venta";"Girona";138;686826;04/30/2007;"María"
2376;05/01/2006;"Casa";"Alquiler";"Tarragona";296;2813776;10/22/2006;"Luisa"
2377;05/01/2006;"Parking";"Alquiler";"Girona";123;984369;03/23/2007;"Pedro"
2378;05/02/2006;"Local";"Venta";"Barcelona";292;1538256;05/01/2007;"Jesús"
2379;05/02/2006;"Piso";"Venta";"Barcelona";233;1220454;04/18/2007;"Carmen"
2380;05/02/2006;"Piso";"Alquiler";"Tarragona";238;1953742;12/19/2006;"Joaquín"
2381;05/02/2006;"Parking";"Venta";"Girona";205;1921260;12/17/2006;"María"
2382;05/03/2006;"Casa";"Venta";"Barcelona";148;749472;10/26/2006;"María"
2383;05/03/2006;"Industrial";"Alquiler";"Girona";250;1002500;01/16/2007;"Carmen"
2384;05/03/2006;"Casa";"Venta";"Girona";91;680043;02/03/2007;"Pedro"
2385;05/03/2006;"Industrial";"Alquiler";"Barcelona";188;1769644;02/23/2007;"Carmen"
2386;05/03/2006;"Piso";"Alquiler";"Lleida";144;1211184;02/27/2007;"María"
2387;05/04/2006;"Casa";"Venta";"Girona";294;1784580;01/28/2007;"Luisa"
2388;05/05/2006;"Parking";"Venta";"Lleida";106;594130;12/03/2006;"Carmen"
2389;05/05/2006;"Local";"Alquiler";"Girona";250;2281250;03/08/2007;"Luisa"
2390;05/05/2006;"Casa";"Venta";"Lleida";290;1853390;05/01/2007;"Luisa"
2391;05/08/2006;"Casa";"Alquiler";"Barcelona";257;1591344;01/19/2007;"Luisa"
2392;05/08/2006;"Oficina";"Venta";"Lleida";92;783380;05/07/2007;"María"
2393;05/09/2006;"Piso";"Alquiler";"Tarragona";283;2072692;10/02/2006;"Carmen"
2394;05/09/2006;"Industrial";"Venta";"Girona";171;708795;04/07/2007;"Carmen"
2395;05/10/2006;"Piso";"Alquiler";"Tarragona";300;2585100;10/15/2006;"Luisa"
2396;05/11/2006;"Local";"Venta";"Barcelona";170;1602930;11/05/2006;"Joaquín"
2397;05/12/2006;"Parking";"Alquiler";"Barcelona";236;2001280;03/04/2007;"Jesús"
2398;05/12/2006;"Parking";"Alquiler";"Tarragona";92;506184;12/29/2006;"María"
2399;05/12/2006;"Piso";"Venta";"Tarragona";106;729280;03/22/2007;"Jesús"
2400;05/12/2006;"Suelo";"Alquiler";"Lleida";104;831896;02/22/2007;"Pedro"
2401;05/13/2006;"Local";"Venta";"Girona";216;2144448;01/26/2007;"María"
2402;05/13/2006;"Suelo";"Alquiler";"Lleida";86;360942;11/17/2006;"Jesús"
2403;05/13/2006;"Oficina";"Alquiler";"Lleida";275;1819950;11/11/2006;"Luisa"
2404;05/13/2006;"Oficina";"Venta";"Girona";221;1356498;10/10/2006;"Luisa"
2405;05/14/2006;"Parking";"Alquiler";"Barcelona";210;1371720;03/26/2007;"Pedro"
2406;05/14/2006;"Suelo";"Alquiler";"Tarragona";197;1840571;10/10/2006;"Luisa"
2407;05/14/2006;"Local";"Venta";"Barcelona";139;560170;08/27/2006;"Jesús"
2408;05/14/2006;"Piso";"Alquiler";"Tarragona";199;817094;10/12/2006;"María"
2409;05/14/2006;"Suelo";"Alquiler";"Lleida";195;1790490;12/16/2006;"Carmen"
2410;05/15/2006;"Parking";"Venta";"Tarragona";67;615663;03/24/2007;"Jesús"
2411;05/15/2006;"Industrial";"Venta";"Tarragona";201;1163388;01/24/2007;"Joaquín"
2412;05/16/2006;"Local";"Alquiler";"Girona";277;1802993;03/01/2007;"Joaquín"
2413;05/16/2006;"Suelo";"Alquiler";"Tarragona";123;499380;08/17/2006;"Joaquín"
2414;05/16/2006;"Oficina";"Alquiler";"Lleida";257;2203004;11/15/2006;"Pedro"
2415;05/16/2006;"Oficina";"Venta";"Girona";295;2200405;03/24/2007;"María"
2416;05/16/2006;"Suelo";"Venta";"Girona";179;832529;09/29/2006;"Jesús"
2417;05/17/2006;"Local";"Venta";"Girona";184;1113016;01/15/2007;"María"
2418;05/18/2006;"Industrial";"Alquiler";"Girona";167;853370;09/22/2006;"María"
2419;05/18/2006;"Oficina";"Alquiler";"Lleida";176;1214576;10/08/2006;"Luisa"
2420;05/18/2006;"Piso";"Alquiler";"Lleida";149;1099024;10/01/2006;"Luisa"
2421;05/19/2006;"Industrial";"Alquiler";"Tarragona";49;248283;04/14/2007;"María"
2422;05/19/2006;"Industrial";"Venta";"Tarragona";280;2370200;02/04/2007;"Luisa"
2423;05/20/2006;"Oficina";"Alquiler";"Girona";156;1294176;10/05/2006;"Carmen"
2424;05/20/2006;"Oficina";"Alquiler";"Barcelona";225;1752975;09/22/2006;"Jesús"
2425;05/20/2006;"Suelo";"Venta";"Barcelona";285;2603190;11/15/2006;"Joaquín"
2426;05/20/2006;"Suelo";"Venta";"Girona";247;2320565;05/01/2007;"Jesús"
2427;05/21/2006;"Parking";"Venta";"Barcelona";213;928041;12/10/2006;"Luisa"
2428;05/21/2006;"Industrial";"Alquiler";"Lleida";277;2268076;01/25/2007;"María"
2429;05/21/2006;"Casa";"Venta";"Girona";273;2682225;;
2430;05/21/2006;"Casa";"Venta";"Girona";245;2037420;04/04/2007;"Pedro"
2431;05/22/2006;"Suelo";"Venta";"Lleida";271;2303500;01/22/2007;"Luisa"
2432;05/22/2006;"Local";"Alquiler";"Barcelona";232;1699168;08/27/2006;"Carmen"
2433;05/22/2006;"Piso";"Venta";"Girona";203;1315846;02/27/2007;"Carmen"
2434;05/23/2006;"Casa";"Alquiler";"Tarragona";202;1112010;01/29/2007;"Pedro"
2435;05/24/2006;"Parking";"Alquiler";"Lleida";125;822625;01/31/2007;"Joaquín"
2436;05/25/2006;"Suelo";"Venta";"Girona";61;380274;;
2437;05/25/2006;"Casa";"Alquiler";"Tarragona";195;1927770;01/10/2007;"Jesús"
2438;05/26/2006;"Piso";"Venta";"Lleida";129;818505;08/30/2006;"Carmen"
2439;05/26/2006;"Piso";"Alquiler";"Barcelona";43;379905;12/26/2006;"Jesús"
2440;05/26/2006;"Industrial";"Alquiler";"Girona";278;2336590;12/26/2006;"Luisa"
2441;05/27/2006;"Piso";"Alquiler";"Barcelona";207;1381104;04/30/2007;"María"
2442;05/27/2006;"Local";"Alquiler";"Lleida";80;786320;01/05/2007;"Jesús"
2443;05/27/2006;"Piso";"Alquiler";"Girona";233;1682260;;
2444;05/28/2006;"Oficina";"Alquiler";"Tarragona";106;795318;09/11/2006;"Joaquín"
2445;05/28/2006;"Parking";"Alquiler";"Lleida";194;1466058;01/29/2007;"Carmen"
2446;05/28/2006;"Piso";"Alquiler";"Girona";253;1162788;01/22/2007;"Luisa"
2447;05/28/2006;"Piso";"Venta";"Girona";106;922200;03/16/2007;"Pedro"
2448;05/29/2006;"Local";"Alquiler";"Tarragona";40;328720;03/20/2007;"Luisa"
2449;05/29/2006;"Suelo";"Venta";"Barcelona";228;2203620;03/29/2007;"Joaquín"
2450;05/29/2006;"Parking";"Venta";"Girona";202;1524898;12/28/2006;"Carmen"
2451;05/30/2006;"Oficina";"Venta";"Barcelona";65;458640;11/26/2006;"Joaquín"
2452;05/30/2006;"Suelo";"Venta";"Lleida";83;825518;04/29/2007;"Joaquín"
2453;05/30/2006;"Local";"Venta";"Tarragona";181;1438226;12/27/2006;"Pedro"
2454;05/31/2006;"Casa";"Alquiler";"Lleida";86;419250;11/26/2006;"María"
2455;05/31/2006;"Casa";"Venta";"Tarragona";190;1410370;11/01/2006;"María"
2456;05/31/2006;"Casa";"Venta";"Barcelona";156;916500;09/11/2006;"Joaquín"
2457;06/01/2006;"Piso";"Venta";"Lleida";234;1305720;08/31/2006;"Luisa"
2458;06/01/2006;"Casa";"Alquiler";"Tarragona";167;685368;01/13/2007;"Carmen"
2459;06/01/2006;"Casa";"Venta";"Lleida";270;1097010;04/02/2007;"María"
2460;06/02/2006;"Casa";"Alquiler";"Barcelona";209;2017268;01/26/2007;"Luisa"
2461;06/02/2006;"Parking";"Alquiler";"Girona";189;1342278;12/16/2006;"Carmen"
2462;06/02/2006;"Piso";"Venta";"Lleida";246;1044762;03/22/2007;"María"
2463;06/03/2006;"Piso";"Venta";"Girona";110;1026300;02/08/2007;"Luisa"
2464;06/03/2006;"Suelo";"Venta";"Tarragona";262;1843694;12/29/2006;"Carmen"
2465;06/03/2006;"Industrial";"Venta";"Lleida";122;1107028;11/19/2006;"Pedro"
2466;06/03/2006;"Oficina";"Alquiler";"Tarragona";91;696696;;
2467;06/03/2006;"Piso";"Venta";"Lleida";224;1705760;03/03/2007;"Jesús"
2468;06/04/2006;"Piso";"Venta";"Barcelona";57;360696;02/05/2007;"Pedro"
2469;06/04/2006;"Casa";"Venta";"Barcelona";260;1616680;04/25/2007;"Carmen"
2470;06/04/2006;"Parking";"Venta";"Girona";129;616878;11/21/2006;"María"
2471;06/05/2006;"Parking";"Alquiler";"Tarragona";211;1126951;12/08/2006;"Joaquín"
2472;06/05/2006;"Oficina";"Venta";"Tarragona";166;1068376;03/14/2007;"Carmen"
2473;06/05/2006;"Parking";"Alquiler";"Barcelona";173;1251828;03/04/2007;"Joaquín"
2474;06/06/2006;"Local";"Venta";"Lleida";126;1199394;12/08/2006;"Carmen"
2475;06/06/2006;"Piso";"Alquiler";"Lleida";264;1344024;03/22/2007;"María"
2476;06/06/2006;"Local";"Alquiler";"Tarragona";170;1397060;04/30/2007;"Pedro"
2477;06/06/2006;"Suelo";"Alquiler";"Lleida";217;1363411;12/18/2006;"Carmen"
2478;06/06/2006;"Suelo";"Venta";"Girona";294;2353176;10/26/2006;"Pedro"
2479;06/06/2006;"Parking";"Venta";"Tarragona";73;395879;02/08/2007;"Jesús"
2480;06/06/2006;"Parking";"Alquiler";"Tarragona";81;405324;;
2481;06/06/2006;"Oficina";"Venta";"Lleida";209;1637515;04/12/2007;"Jesús"
2482;06/06/2006;"Industrial";"Venta";"Barcelona";215;984915;12/07/2006;"María"
2483;06/07/2006;"Industrial";"Alquiler";"Girona";169;1447316;;
2484;06/07/2006;"Local";"Alquiler";"Lleida";201;1342278;12/03/2006;"Luisa"
2485;06/07/2006;"Industrial";"Alquiler";"Tarragona";270;2632500;04/18/2007;"Carmen"
2486;06/08/2006;"Casa";"Venta";"Girona";115;1147585;11/13/2006;"Joaquín"
2487;06/08/2006;"Suelo";"Alquiler";"Girona";71;378359;01/11/2007;"Pedro"
2488;06/08/2006;"Suelo";"Alquiler";"Tarragona";255;2380170;09/30/2006;"Pedro"
2489;06/09/2006;"Suelo";"Alquiler";"Lleida";267;2211294;05/06/2007;"Joaquín"
2490;06/10/2006;"Industrial";"Alquiler";"Tarragona";298;2693026;;
2491;06/10/2006;"Local";"Venta";"Girona";160;1368480;01/07/2007;"Joaquín"
2492;06/10/2006;"Local";"Venta";"Girona";90;872280;04/17/2007;"Joaquín"
2493;06/10/2006;"Industrial";"Alquiler";"Tarragona";119;1149897;10/27/2006;"Luisa"
2494;06/11/2006;"Casa";"Venta";"Girona";77;745822;12/21/2006;"Jesús"
2495;06/11/2006;"Piso";"Venta";"Girona";98;918652;;
2496;06/11/2006;"Piso";"Venta";"Barcelona";149;701492;11/02/2006;"Carmen"
2497;06/11/2006;"Local";"Alquiler";"Tarragona";133;936187;02/10/2007;"Pedro"
2498;06/11/2006;"Piso";"Alquiler";"Barcelona";126;1102500;10/13/2006;"Pedro"
2499;06/11/2006;"Local";"Alquiler";"Lleida";275;1443750;;
2500;06/11/2006;"Oficina";"Venta";"Barcelona";165;1204005;01/23/2007;"María"
2501;06/11/2006;"Casa";"Alquiler";"Girona";231;2069529;12/24/2006;"Jesús"
2502;06/13/2006;"Suelo";"Venta";"Tarragona";89;422750;;
2503;06/13/2006;"Parking";"Venta";"Girona";282;2717634;11/30/2006;"Pedro"
2504;06/13/2006;"Local";"Venta";"Barcelona";245;2090340;;
2505;06/14/2006;"Oficina";"Venta";"Lleida";239;2235367;10/09/2006;"María"
2506;06/15/2006;"Local";"Alquiler";"Girona";161;1027180;10/17/2006;"María"
2507;06/15/2006;"Oficina";"Venta";"Lleida";219;958563;;
2508;06/15/2006;"Suelo";"Venta";"Girona";204;1267452;;
2509;06/16/2006;"Industrial";"Alquiler";"Tarragona";164;1166860;05/07/2007;"Joaquín"
2510;06/16/2006;"Suelo";"Venta";"Barcelona";146;954986;04/23/2007;"María"
2511;06/16/2006;"Parking";"Alquiler";"Lleida";83;797215;10/11/2006;"Pedro"
2512;06/16/2006;"Piso";"Venta";"Tarragona";280;2384480;01/01/2007;"Pedro"
2513;06/17/2006;"Casa";"Venta";"Barcelona";180;887940;10/12/2006;"Jesús"
2514;06/17/2006;"Industrial";"Venta";"Lleida";134;1083256;01/05/2007;"Jesús"
2515;06/17/2006;"Local";"Alquiler";"Lleida";245;2030805;12/11/2006;"María"
2516;06/18/2006;"Suelo";"Alquiler";"Tarragona";45;181170;02/05/2007;"Jesús"
2517;06/18/2006;"Local";"Alquiler";"Girona";297;2162160;12/28/2006;"Jesús"
2518;06/18/2006;"Casa";"Venta";"Tarragona";248;1826024;;
2519;06/20/2006;"Oficina";"Alquiler";"Lleida";63;413910;04/29/2007;"María"
2520;06/21/2006;"Oficina";"Venta";"Girona";277;2250348;04/21/2007;"Jesús"
2521;06/21/2006;"Oficina";"Venta";"Lleida";212;1736068;12/24/2006;"Joaquín"
2522;06/21/2006;"Local";"Alquiler";"Girona";97;620218;02/02/2007;"Jesús"
2523;06/21/2006;"Casa";"Alquiler";"Barcelona";241;1327669;03/10/2007;"Jesús"
2524;06/22/2006;"Industrial";"Venta";"Tarragona";91;885339;09/28/2006;"Pedro"
2525;06/22/2006;"Casa";"Alquiler";"Tarragona";246;2198502;11/10/2006;"Carmen"
2526;06/23/2006;"Oficina";"Alquiler";"Tarragona";178;1010862;11/08/2006;"Carmen"
2527;06/23/2006;"Suelo";"Venta";"Lleida";298;2458798;12/10/2006;"Jesús"
2528;06/24/2006;"Suelo";"Alquiler";"Barcelona";177;718266;03/20/2007;"Joaquín"
2529;06/24/2006;"Suelo";"Alquiler";"Barcelona";281;1521615;04/19/2007;"Carmen"
2530;06/24/2006;"Parking";"Alquiler";"Barcelona";113;797215;12/03/2006;"María"
2531;06/25/2006;"Casa";"Alquiler";"Tarragona";213;1253505;02/18/2007;"María"
2532;06/25/2006;"Piso";"Venta";"Tarragona";66;373032;;
2533;06/25/2006;"Parking";"Alquiler";"Lleida";155;912330;11/28/2006;"Pedro"
2534;06/25/2006;"Oficina";"Venta";"Girona";246;1087812;10/24/2006;"Jesús"
2535;06/26/2006;"Piso";"Venta";"Lleida";99;819621;10/11/2006;"Pedro"
2536;06/27/2006;"Piso";"Venta";"Girona";214;1988702;;
2537;06/28/2006;"Piso";"Alquiler";"Girona";71;320281;03/07/2007;"Jesús"
2538;06/28/2006;"Casa";"Venta";"Lleida";214;1504420;12/14/2006;"Joaquín"
2539;06/30/2006;"Piso";"Alquiler";"Girona";68;396780;02/10/2007;"Carmen"
2540;06/30/2006;"Suelo";"Alquiler";"Girona";126;536634;;
2541;06/30/2006;"Suelo";"Venta";"Lleida";209;1844425;04/10/2007;"Pedro"
2542;06/30/2006;"Oficina";"Venta";"Girona";291;2849763;04/28/2007;"Joaquín"
2543;06/30/2006;"Industrial";"Venta";"Girona";46;373106;;
2544;07/01/2006;"Industrial";"Alquiler";"Barcelona";160;774400;02/07/2007;"Joaquín"
2545;07/01/2006;"Industrial";"Venta";"Girona";212;1691124;10/19/2006;"María"
2546;07/01/2006;"Parking";"Alquiler";"Girona";89;594698;03/25/2007;"Jesús"
2547;07/01/2006;"Parking";"Alquiler";"Lleida";234;1182636;12/04/2006;"Carmen"
2548;07/02/2006;"Industrial";"Venta";"Girona";195;1576380;04/24/2007;"Luisa"
2549;07/02/2006;"Parking";"Alquiler";"Tarragona";147;1362984;02/12/2007;"Carmen"
2550;07/02/2006;"Parking";"Alquiler";"Barcelona";163;1298947;12/23/2006;"María"
2551;07/02/2006;"Suelo";"Alquiler";"Tarragona";187;1059916;10/03/2006;"Carmen"
2552;07/03/2006;"Industrial";"Alquiler";"Lleida";103;517472;;
2553;07/04/2006;"Industrial";"Alquiler";"Girona";74;304288;05/07/2007;"Luisa"
2554;07/04/2006;"Industrial";"Alquiler";"Barcelona";275;2415325;12/17/2006;"Carmen"
2555;07/04/2006;"Casa";"Venta";"Barcelona";267;2091144;12/24/2006;"Luisa"
2556;07/04/2006;"Oficina";"Venta";"Barcelona";250;1298500;11/24/2006;"Joaquín"
2557;07/05/2006;"Parking";"Alquiler";"Barcelona";283;1470185;12/18/2006;"Jesús"
2558;07/06/2006;"Industrial";"Alquiler";"Barcelona";212;1758964;03/24/2007;"Luisa"
2559;07/06/2006;"Local";"Alquiler";"Girona";76;546440;04/10/2007;"Luisa"
2560;07/07/2006;"Piso";"Venta";"Girona";136;580856;;
2561;07/07/2006;"Piso";"Alquiler";"Girona";58;350610;03/09/2007;"María"
2562;07/07/2006;"Industrial";"Venta";"Girona";144;598320;;
2563;07/08/2006;"Piso";"Alquiler";"Barcelona";245;1284045;05/07/2007;"Joaquín"
2564;07/08/2006;"Local";"Venta";"Girona";103;766320;04/24/2007;"Jesús"
2565;07/08/2006;"Local";"Alquiler";"Barcelona";155;845370;04/13/2007;"Joaquín"
2566;07/09/2006;"Oficina";"Venta";"Barcelona";81;654885;11/13/2006;"Pedro"
2567;07/09/2006;"Suelo";"Venta";"Barcelona";157;914839;10/21/2006;"Jesús"
2568;07/10/2006;"Casa";"Alquiler";"Lleida";83;503478;04/04/2007;"Joaquín"
2569;07/10/2006;"Local";"Alquiler";"Girona";50;390400;01/15/2007;"Carmen"
2570;07/10/2006;"Parking";"Venta";"Barcelona";93;512430;04/28/2007;"Carmen"
2571;07/10/2006;"Suelo";"Venta";"Tarragona";191;1127473;04/01/2007;"Luisa"
2572;07/10/2006;"Industrial";"Venta";"Tarragona";169;1154101;;
2573;07/11/2006;"Industrial";"Venta";"Lleida";138;668748;01/19/2007;"Carmen"
2574;07/11/2006;"Parking";"Venta";"Barcelona";256;2470912;;
2575;07/13/2006;"Oficina";"Venta";"Lleida";58;409712;;
2576;07/13/2006;"Suelo";"Venta";"Barcelona";167;888941;04/19/2007;"Luisa"
2577;07/13/2006;"Piso";"Alquiler";"Lleida";290;2702220;03/16/2007;"Carmen"
2578;07/14/2006;"Piso";"Alquiler";"Tarragona";139;879870;02/21/2007;"Pedro"
2579;07/16/2006;"Parking";"Alquiler";"Girona";274;2189534;11/17/2006;"Luisa"
2580;07/16/2006;"Industrial";"Alquiler";"Lleida";83;375243;01/14/2007;"Pedro"
2581;07/16/2006;"Oficina";"Venta";"Girona";130;1061710;03/11/2007;"Pedro"
2582;07/16/2006;"Casa";"Venta";"Girona";101;889608;01/13/2007;"María"
2583;07/17/2006;"Suelo";"Alquiler";"Barcelona";155;950615;11/15/2006;"María"
2584;07/17/2006;"Suelo";"Alquiler";"Barcelona";234;1016964;03/18/2007;"Luisa"
2585;07/17/2006;"Piso";"Alquiler";"Girona";244;1315648;03/01/2007;"María"
2586;07/18/2006;"Suelo";"Alquiler";"Lleida";252;1889748;11/23/2006;"Luisa"
2587;07/18/2006;"Casa";"Venta";"Barcelona";229;1634373;12/19/2006;"Jesús"
2588;07/18/2006;"Industrial";"Venta";"Barcelona";193;1559054;;
2589;07/18/2006;"Industrial";"Alquiler";"Barcelona";132;949344;;
2590;07/19/2006;"Suelo";"Alquiler";"Lleida";273;2682225;02/04/2007;"Pedro"
2591;07/19/2006;"Suelo";"Venta";"Tarragona";213;1359579;02/24/2007;"Carmen"
2592;07/19/2006;"Parking";"Venta";"Girona";150;1076250;11/05/2006;"Carmen"
2593;07/19/2006;"Parking";"Alquiler";"Girona";147;891849;;
2594;07/20/2006;"Local";"Venta";"Lleida";265;1632930;03/08/2007;"María"
2595;07/20/2006;"Oficina";"Alquiler";"Girona";170;1039380;11/25/2006;"Joaquín"
2596;07/21/2006;"Oficina";"Venta";"Barcelona";258;1700994;10/23/2006;"Jesús"
2597;07/21/2006;"Suelo";"Venta";"Girona";68;489600;03/17/2007;"Jesús"
2598;07/21/2006;"Oficina";"Alquiler";"Barcelona";91;659022;02/26/2007;"Pedro"
2599;07/22/2006;"Casa";"Venta";"Lleida";259;1626779;05/01/2007;"Joaquín"
2600;07/22/2006;"Parking";"Venta";"Barcelona";64;485824;02/24/2007;"María"
2601;07/22/2006;"Parking";"Venta";"Girona";200;1021000;11/20/2006;"Joaquín"
2602;07/23/2006;"Oficina";"Alquiler";"Lleida";157;1095860;04/21/2007;"Luisa"
2603;07/23/2006;"Parking";"Venta";"Girona";98;497546;12/24/2006;"Luisa"
2604;07/24/2006;"Oficina";"Venta";"Barcelona";112;670208;02/25/2007;"María"
2605;07/24/2006;"Piso";"Alquiler";"Lleida";163;1550456;02/03/2007;"Carmen"
2606;07/24/2006;"Piso";"Alquiler";"Tarragona";293;1431891;;
2607;07/25/2006;"Piso";"Alquiler";"Lleida";195;1899690;11/18/2006;"Jesús"
2608;07/25/2006;"Parking";"Alquiler";"Lleida";159;931104;03/20/2007;"María"
2609;07/26/2006;"Parking";"Alquiler";"Girona";123;714999;;
2610;07/27/2006;"Oficina";"Venta";"Barcelona";143;1365936;03/13/2007;"María"
2611;07/27/2006;"Parking";"Alquiler";"Tarragona";177;1064301;;
2612;07/27/2006;"Oficina";"Venta";"Girona";65;598195;10/30/2006;"Joaquín"
2613;07/28/2006;"Casa";"Venta";"Barcelona";294;2618364;;
2614;07/28/2006;"Parking";"Venta";"Tarragona";242;1844282;;
2615;07/28/2006;"Casa";"Alquiler";"Barcelona";239;2199995;03/04/2007;"Jesús"
2616;07/28/2006;"Parking";"Alquiler";"Lleida";282;1170300;12/15/2006;"Jesús"
2617;07/29/2006;"Suelo";"Alquiler";"Barcelona";117;610740;04/06/2007;"María"
2618;07/29/2006;"Industrial";"Venta";"Lleida";84;769860;01/02/2007;"Joaquín"
2619;07/30/2006;"Local";"Alquiler";"Barcelona";93;867783;12/30/2006;"María"
2620;07/31/2006;"Suelo";"Alquiler";"Lleida";102;688092;01/21/2007;"Joaquín"
2621;07/31/2006;"Suelo";"Venta";"Tarragona";194;1476534;11/27/2006;"Luisa"
2622;07/31/2006;"Oficina";"Alquiler";"Lleida";291;2874207;04/24/2007;"Jesús"
2623;07/31/2006;"Parking";"Alquiler";"Lleida";108;1002348;;
2624;07/31/2006;"Piso";"Alquiler";"Tarragona";52;395096;03/21/2007;"María"
2625;08/01/2006;"Local";"Venta";"Tarragona";277;1232927;;
2626;08/01/2006;"Suelo";"Venta";"Girona";97;515555;;
2627;08/02/2006;"Suelo";"Venta";"Girona";259;1202537;04/16/2007;"María"
2628;08/02/2006;"Parking";"Alquiler";"Lleida";237;1732233;01/23/2007;"Pedro"
2629;08/02/2006;"Suelo";"Venta";"Tarragona";295;1706280;02/03/2007;"Joaquín"
2630;08/03/2006;"Parking";"Alquiler";"Tarragona";53;395751;04/18/2007;"Joaquín"
2631;08/03/2006;"Piso";"Venta";"Lleida";291;1776555;;
2632;08/04/2006;"Industrial";"Venta";"Lleida";186;1527618;03/26/2007;"Joaquín"
2633;08/04/2006;"Piso";"Venta";"Tarragona";115;880440;01/21/2007;"María"
2634;08/06/2006;"Suelo";"Venta";"Girona";234;1994382;03/04/2007;"María"
2635;08/06/2006;"Piso";"Alquiler";"Tarragona";253;2211979;03/05/2007;"María"
2636;08/07/2006;"Parking";"Alquiler";"Barcelona";169;1673607;01/07/2007;"Luisa"
2637;08/07/2006;"Parking";"Venta";"Girona";249;1422537;04/02/2007;"Luisa"
2638;08/08/2006;"Oficina";"Alquiler";"Girona";97;696169;;
2639;08/08/2006;"Parking";"Venta";"Girona";211;1456322;11/23/2006;"Carmen"
2640;08/08/2006;"Local";"Venta";"Tarragona";78;596778;12/06/2006;"Pedro"
2641;08/08/2006;"Oficina";"Venta";"Girona";133;1053227;01/30/2007;"Jesús"
2642;08/08/2006;"Industrial";"Alquiler";"Lleida";275;2171950;;
2643;08/09/2006;"Casa";"Alquiler";"Lleida";274;1233000;02/05/2007;"Joaquín"
